https,api.zettaday.com,GET,/coins/
https,api.zettaday.com,GET,/coins/active/
https,api.zettaday.com,GET,/coins/pinned_coins/
https,api.zettaday.com,GET,/datasets/
https,api.zettaday.com,GET,/features/
https,api.zettaday.com,GET,/features/allowed/
https,api.zettaday.com,GET,/fees_burned/
https,api.zettaday.com,GET,/gas_fees/
https,api.zettaday.com,GET,/gas_fees_trend/
https,api.zettaday.com,GET,/health/
https,api.zettaday.com,GET,/items/blogs/
https,api.zettaday.com,GET,/items/blogs/bookmarks/
https,api.zettaday.com,GET,/items/blogs/to_retag/
https,api.zettaday.com,GET,/items/blogs/trending/
https,api.zettaday.com,GET,/items/dao/
https,api.zettaday.com,GET,/items/dao/to_retag/
https,api.zettaday.com,GET,/items/dao/trending/
https,api.zettaday.com,GET,/items/events/
https,api.zettaday.com,GET,/items/events/subscriptions/
https,api.zettaday.com,GET,/items/events/to_retag/
https,api.zettaday.com,GET,/items/events/trending/
https,api.zettaday.com,GET,/items/forum/
https,api.zettaday.com,GET,/items/forum/to_retag/
https,api.zettaday.com,GET,/items/forum/trending/
https,api.zettaday.com,GET,/items/news/
https,api.zettaday.com,GET,/items/news/bookmarks/
https,api.zettaday.com,GET,/items/news/summary/
https,api.zettaday.com,GET,/items/news/to_retag/
https,api.zettaday.com,GET,/items/news/trending/
https,api.zettaday.com,GET,/items/podcasts/
https,api.zettaday.com,GET,/items/podcasts/bookmarks/
https,api.zettaday.com,GET,/items/podcasts/to_retag/
https,api.zettaday.com,GET,/items/podcasts/trending/
https,api.zettaday.com,GET,/items/socials/
https,api.zettaday.com,GET,/items/socials/to_retag/
https,api.zettaday.com,GET,/items/socials/trending/
https,api.zettaday.com,GET,/items/videos/
https,api.zettaday.com,GET,/items/videos/bookmarks/
https,api.zettaday.com,GET,/items/videos/latest/
https,api.zettaday.com,GET,/items/videos/to_retag/
https,api.zettaday.com,GET,/items/videos/trending/
https,api.zettaday.com,GET,/key_value_store/
https,api.zettaday.com,GET,/key_value_store/{key}/
https,api.zettaday.com,GET,/keywords/
https,api.zettaday.com,GET,/keywords/history/
https,api.zettaday.com,GET,/keywords/trending/
https,api.zettaday.com,GET,/keywords_history/
https,api.zettaday.com,GET,/latest_block/
https,api.zettaday.com,GET,/llm/
https,api.zettaday.com,GET,/market/
https,api.zettaday.com,GET,/market/history/{coin}/{interval}/
https,api.zettaday.com,GET,/notifications/device/apns/
https,api.zettaday.com,GET,/notifications/device/gcm/
https,api.zettaday.com,GET,/nps/
https,api.zettaday.com,GET,/persons/
https,api.zettaday.com,GET,/poll/
https,api.zettaday.com,GET,/portfolio/data/
https,api.zettaday.com,GET,/projects/
https,api.zettaday.com,GET,/projects/nft/trending/
https,api.zettaday.com,GET,/pulse/comments/
https,api.zettaday.com,GET,/pulse/feed/
https,api.zettaday.com,GET,/pulse/feed/bookmarks/
https,api.zettaday.com,GET,/resolve_ens/{ens}/
https,api.zettaday.com,GET,/social_accounts/
https,api.zettaday.com,GET,/sources/
https,api.zettaday.com,GET,/superfeed/
https,api.zettaday.com,GET,/superfeed/filter_data/
https,api.zettaday.com,GET,/superfeed/filter_keywords/
https,api.zettaday.com,GET,/tags/
https,api.zettaday.com,GET,/tvl/
https,api.zettaday.com,GET,/tvl/history/
https,api.zettaday.com,GET,/tweets/
https,api.zettaday.com,GET,/ui/settings/
https,api.zettaday.com,GET,/ui/views/
https,api.zettaday.com,GET,/ui/views/categories/
https,api.zettaday.com,GET,/ui/views/resolve/
https,api.zettaday.com,GET,/ui/views/smart_board/
https,api.zettaday.com,GET,/ui/views/subscriptions/
https,api.zettaday.com,GET,/ui/widget_categories/
https,api.zettaday.com,GET,/ui/widgets/